,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29
0,-7.99416827613789,-0.7975003345221126,1.2740606157309218,-0.6428672804560212,-0.7283936858958904,3.074698344565265,-1.2275600747385598,0.5841411300074925,-1.0562809689664165,0.05552198064454034,-0.7307959018877204,0.6810481830151015,-2.5420104215258186,0.9157957481595747,-0.3272372466007271,0.6409605279434356,-0.6546566489953021,-0.05080931024785348,1.864762652601975,0.044568538798066853,1.2643887720398646,-0.08253873910145938,-1.580794633034623,0.10380840555965758,-0.31383488410562965,-0.3686933410692226,-0.7040471585854844,-0.8081149896969636,-0.007872048543638656,-0.9974374443833501
1,0.393218971708864,3.852733903777631,8.665844458778444,-3.9022059009963055,-3.794929991620044,-0.326722036547672,-2.575749925859606,1.9324320051874635,-0.42243272629701467,-0.556412752881068,0.5902124846980622,0.07971598891730254,-5.2999555350762915,-1.97955004836147,-0.36288337925986214,-1.047158475045795,-0.9907685957357689,-1.2962578760485992,0.8150988104036598,1.3786570242558398,1.5336192850425117,-0.0744581715804443,0.4414649467987257,-0.7424087521857641,0.7645556480569458,-0.7013326614879548,-0.7732162570228809,-0.9586467214534121,-0.9885879386503745,-1.9459040723301548
2,-8.3986178531047,0.1413548730424339,2.4901366416478155,-3.888581437181738,3.3936885470092335,4.928285642240234,0.8164299384187439,-0.8605301711023173,-1.2607544847141254,0.4869038208739411,1.8462749820045132,1.2148026785047497,0.4258903996281604,-1.7880285358526014,-0.887760302595784,0.6911170130332905,-1.7611768202135512,-1.7495452207413735,-0.18716583746401325,-0.6642710867281711,0.39917508921642275,1.3780343778369615,-1.0740447650253002,-1.972425520377757,1.9607835249234373,-1.0165547586979606,-2.4095544286006745,-2.9411162541854092,-0.7353212899817201,0.9006108642935936
3,-0.2377156824990202,7.149039747683542,1.2391741313284925,-5.569482076043414,-3.7144680655230915,6.731401235517875,-0.3838462121125743,-0.6587464742650533,-0.5958161961235845,-1.9771495458804342,-1.6311765030389822,0.5791073337565846,-2.3543782449347623,-2.5550654723739,-0.5426296322367765,0.13152933064533281,-2.0504870503842865,-1.5066676474494984,-1.0420465587528667,1.3337530922692515,0.549181800146764,-0.9054901490293669,1.0644886969403486,-1.2933208472411402,0.2799805828609853,-1.9247462738095935,-0.6237018565699645,-0.5300301087391893,0.27827448573419833,-0.9176450611843656
4,-5.003230941478147,6.660570940024468,7.207384714762908,-0.8752216890490842,10.32828424389773,-1.3466912770506554,0.213946152554584,-4.417500621390212,-0.5370228660843126,-1.6053215664757987,3.0314361580750426,1.894503303713759,0.3554230599212361,1.4855114498745428,-2.040328281962049,-4.7639676811555765,0.8699818600360382,-0.9698089350706153,-1.2066925228313399,-0.6666860475403181,3.107466258775321,0.052561306769152355,-0.9408259520284116,-3.77316928660443,0.5052538244172816,-0.7667336480752592,0.3143133253644091,-1.082944286367105,0.7005567389957988,-0.3452774624500747
5,-0.3744262900105991,6.180062594735624,6.563288646467256,-6.004959009292284,7.231250159417689,-2.177146704409458,-0.8445649249939962,-4.389110014597508,-4.88314739037557,0.9537882681002939,3.284748681538903,4.02014588616022,1.1200014418695177,2.3593527765123468,-2.3075256786209315,-6.730732461824624,6.132498497234459,-0.1033388386009497,-1.1069236145380164,5.152908066471183,2.911009250760386,-0.48442591197670903,6.844478300986873,1.360582481142731,4.737473178150753,-0.5223351337323981,0.9347934499296359,-0.16415014784671184,-1.2722162616754107,-0.4509071196827949
6,7.8327265989759525,11.788864074098191,10.224784759108115,-11.942794106851833,7.786903990540371,3.821944489451263,1.4936738785535224,-9.971591507100028,1.2928649581902483,4.688585286941482,-2.6698833205963384,-1.3387559505003004,1.2898807880327248,3.089460825692006,-0.6809995425666795,2.4943146784215346,-5.005042068023079,-5.499470316645239,-0.2747548143389268,-1.5768225121459583,4.612370773019486,10.589369525656668,1.2361036321540906,1.0103942052981292,-0.9581513269341252,-6.044530157064869,0.5134104952598119,-1.022298452362162,-4.603676913567015,3.828127921548709
7,3.4150294108783914,10.781433094879219,8.951774247611603,-9.235974711459056,8.74587833378181,2.225884891459104,1.4956360086027953,-5.54869262644405,5.305153666168971,0.7817171746311973,-1.869769517116036,0.9548577304857354,-1.8083166388184277,0.9196485691227265,-0.015421980406537502,1.1231125176341037,0.9128053863039112,-7.499303107449087,-1.1956133070331492,-0.32773753097479685,-2.282958684970124,1.4982340975639716,0.7499060239140841,-4.580617069678701,-3.6147416542017705,2.1972612962130236,-1.201541277643664,2.33226757764373,-3.0475710824383864,-3.721074860407027
8,-7.7382589002867865,-1.4780609816491317,2.1984343845512067,-3.1795121123363916,-1.2162656969301975,2.9045761279706768,-1.6403855949644828,1.330803166883867,-1.8708199517641146,0.5475164685786493,0.3101900646091355,-0.5247655704255284,-1.6680012557258155,-0.39827826096781727,-1.2394853554796181,0.3878932817558554,-0.14068221719521995,-0.11436985953227916,-0.6038277514834565,1.3970169732690054,2.091021015728468,0.1731002648310798,0.8304545322633459,0.29151213875726395,-1.2003263136337872,-0.35004753706747316,0.19090027200638618,2.2385608417152665,-1.1103654658091853,-0.45793059899876026
9,-0.44972667335096594,6.644876116278924,5.885038202359748,0.29804421049376856,1.7020857870136274,0.5001073523574872,-1.3631643859193854,-2.0979812265988964,-0.44283261173386707,3.965499391947582,-2.3957916001847575,0.351626694553943,-3.8846726045932174,5.783324631224768,-1.3260609129039354,-0.7725184864398437,-0.024535724580256837,-4.320403246272758,1.8413960891075234,-0.4714928803972728,1.75038277668343,3.4670821168019756,1.8255450336047445,-0.8086862841704563,-2.2109223720003492,-0.08232729139769583,1.0528327658621333,-2.4553416184500865,-1.88446211717865,-1.3150521969355036
